time;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
0;1;1;1;1;1;1;1;1;1
0.1466;1;1;1;1;0.834673403;1;0.867258291;0.831272311;0.844634159
0.2932;1;1;1;0.823215924;0.719941438;1;0.727673182;0.685678545;0.712115241
0.4398;1;1;1;0.823215924;0.614745665;1;0.727673182;0.552693239;0.617272487
0.5864;1;1;1;0.823215924;0.614745665;1;0.727673182;0.497602503;0.541853306
0.733;1;1;1;0.70232985;0.614745665;0.806841831;0.620314834;0.412547215;0.462416372
0.8796;1;0.820831175;1;0.574091408;0.518048266;0.806841831;0.546223144;0.341014019;0.442811886
1.0262;0.855793326;0.820831175;1;0.574091408;0.518048266;0.700834613;0.479707461;0.297098924;0.398708357
1.1728;0.855793326;0.688392455;1;0.574091408;0.484989277;0.700834613;0.479707461;0.248136592;0.392320633
1.3194;0.855793326;0.688392455;1;0.574091408;0.484989277;0.598719895;0.418272772;0.233216107;0.340157262
1.466;0.855793326;0.688392455;1;0.486365756;0.432344672;0.512997083;0.354805092;0.233216107;0.313258594
1.6126;0.855793326;0.688392455;1;0.486365756;0.363645356;0.512997083;0.329679521;0.236016448;0.296361053
1.7592;0.855793326;0.688392455;1;0.419548218;0.363645356;0.467908952;0.306641836;0.235286511;0.258530009
1.9058;0.855793326;0.591102888;1;0.379568935;0.363645356;0.42209561;0.301210218;0.243491934;0.246668653
2.0524;0.855793326;0.591102888;1;0.379568935;0.34540332;0.42209561;0.262833751;0.238693805;0.226690622
2.199;0.855793326;0.591102888;1;0.330250723;0.324176185;0.371059001;0.262833751;0.253915828;0.219906848
2.3456;0.728800879;0.591102888;0.843248364;0.330250723;0.324176185;0.371059001;0.250907134;0.253915828;0.195547626
2.4922;0.728800879;0.591102888;0.843248364;0.330250723;0.324176185;0.371059001;0.250907134;0.265934705;0.19375606
2.6388;0.728800879;0.591102888;0.843248364;0.273035531;0.324176185;0.371059001;0.272711645;0.232411218;0.190132262
2.7854;0.728800879;0.591102888;0.843248364;0.273035531;0.287580093;0.371059001;0.235380363;0.232411218;0.181110021
2.932;0.6082177;0.591102888;0.843248364;0.273035531;0.287580093;0.371059001;0.242499401;0.236840485;0.180740237
3.0786;0.6082177;0.515596659;0.843248364;0.273035531;0.287580093;0.371059001;0.242499401;0.247653538;0.177762665
3.2252;0.6082177;0.515596659;0.843248364;0.275811285;0.287580093;0.319930136;0.215108846;0.244389963;0.201350254
3.3718;0.6082177;0.515596659;0.843248364;0.275811285;0.287580093;0.299489297;0.209690518;0.249163215;0.179643887
3.5184;0.6082177;0.515596659;0.716425811;0.275811285;0.292936112;0.299489297;0.214835449;0.220154168;0.179643887
3.665;0.6082177;0.515596659;0.615608812;0.275811285;0.242458622;0.299489297;0.214835449;0.220154168;0.207335514
3.8116;0.6082177;0.515596659;0.528462237;0.275811285;0.242458622;0.259785687;0.214835449;0.204187446;0.223345831
3.9582;0.6082177;0.515596659;0.528462237;0.275811285;0.228217492;0.237068118;0.189573697;0.204187446;0.236668967
4.1048;0.6082177;0.515596659;0.528462237;0.275811285;0.228217492;0.244729476;0.189573697;0.213564604;0.231911059
4.2514;0.6082177;0.515596659;0.478948777;0.275811285;0.228217492;0.225376213;0.184596554;0.241144398;0.193169249
4.398;0.6082177;0.515596659;0.478948777;0.275811285;0.226006215;0.241256604;0.160573655;0.22931614;0.160512431
4.5446;0.6082177;0.423789817;0.478948777;0.275811285;0.226442928;0.241256604;0.160573655;0.244698885;0.166472494
4.6912;0.516775904;0.392751776;0.478948777;0.275811285;0.204058468;0.203038639;0.151178008;0.208162003;0.158554585
4.8378;0.516775904;0.392751776;0.410562931;0.275811285;0.192631814;0.204520231;0.153853379;0.191520511;0.163300122
4.9844;0.516775904;0.392751776;0.410562931;0.28278664;0.192631814;0.204520231;0.153853379;0.214470151;0.156764241
5.131;0.516775904;0.392751776;0.410562931;0.28278664;0.189367565;0.174436842;0.15542079;0.229149252;0.167305523
5.2776;0.516775904;0.392751776;0.389953053;0.28278664;0.201144364;0.15867223;0.15542079;0.212808632;0.191789389
5.4242;0.516775904;0.392751776;0.389953053;0.28278664;0.210147389;0.130346339;0.15542079;0.212808632;0.191347221
5.5708;0.516775904;0.392751776;0.389953053;0.28278664;0.210147389;0.157640179;0.15542079;0.198096629;0.203015361
5.7174;0.516775904;0.392751776;0.389953053;0.28278664;0.196042361;0.197490284;0.147604766;0.198096629;0.177154864
5.864;0.516775904;0.392751776;0.389953053;0.28278664;0.196042361;0.197490284;0.173257265;0.208834472;0.152276444
6.0106;0.485270003;0.392751776;0.353869308;0.28278664;0.196042361;0.197423677;0.175492414;0.196909634;0.166931159
6.1572;0.485270003;0.392751776;0.353869308;0.265771049;0.196042361;0.197423677;0.182765372;0.196909634;0.203443687
6.3038;0.485270003;0.372569407;0.353869308;0.265771049;0.208063716;0.214829341;0.15200368;0.184812537;0.221603879
6.4504;0.485270003;0.372569407;0.353869308;0.252793604;0.208063716;0.214829341;0.137140244;0.19535403;0.224787997
6.597;0.485270003;0.372569407;0.353869308;0.252793604;0.174668575;0.213618531;0.12042367;0.19535403;0.215139367
6.7436;0.485270003;0.372569407;0.353869308;0.252793604;0.18938945;0.213618531;0.141547656;0.19535403;0.215139367
6.8902;0.485270003;0.372569407;0.335271214;0.252793604;0.18938945;0.240155812;0.153074676;0.19535403;0.206915269
